player_id,player,position,team,input_season,target_season,predicted_opportunity_per_game,predicted_efficiency_per_opportunity,efficiency_qualified,predicted_value_per_game,value_sigma,value_interval_low,value_interval_high,efficiency_variance_share,uncertainty_driver,predicted_value_score,value_score_interval_low,value_score_interval_high,position_rank
00-0039796,Rasheen Ali,RB,BAL,2025,2026,4.69080148116,-0.056038787954,False,-0.262866829537,0.468774367989,-0.862898020562,0.337164361489,0.443663535823,mixed,0.180865838131,-0.315126057299,0.676857733562,45
00-0040719,Bhayshul Tuten,RB,JAX,2025,2026,7.82950787872,-0.0336113535623,True,-0.26316035753,0.601169700497,-1.03265757417,0.506336859105,0.751557315407,efficiency-driven,0.180623204901,-0.455451033765,0.816697443568,46
00-0038935,Brenton Strange,TE,JAX,2025,2026,2.3156151935,0.3705713521,True,0.858100653196,0.74018800515,-0.0893399933955,1.80554129979,0.589962168599,mixed,0.17935671424,-0.750120698666,1.10883412715,21
00-0037525,Jordan Mason,RB,MIN,2025,2026,6.29637656207,-0.0422036654825,True,-0.265730170178,0.525324228334,-0.938145182445,0.40668484209,0.636522657769,mixed,0.178498971587,-0.377326127906,0.734324071079,47
00-0037228,Jaylen Warren,RB,PIT,2025,2026,9.1871184996,-0.029013574142,True,-0.26655114374,0.677581711378,-1.1338557343,0.600753446824,0.81455915311,efficiency-driven,0.177820346476,-0.53910246391,0.894743156862,48
00-0036973,Travis Etienne,RB,JAX,2025,2026,11.8788503451,-0.0229503686725,True,-0.272623994824,0.839807292596,-1.34757732935,0.802329339699,0.886496206392,efficiency-driven,0.172800465902,-0.715766911701,1.0613678435,49
00-0040208,Tahj Brooks,RB,CIN,2025,2026,6.56782403215,-0.0418761860818,False,-0.275035421323,0.539437925681,-0.965515966195,0.415445123549,0.656821569687,mixed,0.170807156191,-0.399951096598,0.741565408981,50
00-0039405,Jawhar Jordan,RB,HOU,2025,2026,4.53969128557,-0.0613345672914,True,-0.278440000637,0.47287003276,-0.88371364257,0.326833641296,0.408372415434,mixed,0.167992896245,-0.332332462514,0.668318255004,51
00-0037838,Isaiah Likely,TE,BAL,2025,2026,2.50072372069,0.337622231064,True,0.844299921856,0.758348613671,-0.126386303643,1.81498614735,0.655494574498,mixed,0.165817641255,-0.786464620293,1.1180999028,22
00-0039910,Jayden Daniels,QB,WAS,2025,2026,36.0601388493,0.0627263508698,True,2.26192092187,3.3774086527,-2.06116215358,6.58500399732,0.964946655707,efficiency-driven,0.16440747127,-0.779269117767,1.10808406031,11
00-0036264,Jordan Love,QB,GB,2025,2026,30.8471924702,0.0728786941596,True,2.24810310572,2.91528757571,-1.48346499119,5.97967120263,0.947729114169,efficiency-driven,0.161391209637,-0.653164835666,0.975947254939,12
00-0038046,Charlie Kolar,TE,BAL,2025,2026,1.53513429904,0.546561581949,False,0.839045430986,0.741760696261,-0.110408260229,1.7884991222,0.25819069317,role-driven,0.160662774196,-0.770789516518,1.09211506491,23
00-0033885,David Njoku,TE,CLE,2025,2026,3.77593568129,0.222180586856,True,0.838939605598,0.992023346286,-0.430850277648,2.10872948884,0.873334986132,efficiency-driven,0.16055895523,-1.08515603479,1.40627394525,24
00-0036626,Dyami Brown,WR,JAX,2025,2026,2.52410040057,0.526508200445,False,1.32895955965,0.913387968758,0.159822959638,2.49809615966,0.405591331175,mixed,0.158085610617,-0.641498866989,0.957670088224,50
00-0031408,Mike Evans,WR,TB,2025,2026,3.24809286553,0.405328951226,True,1.31654607467,0.941651947461,0.111231581919,2.52186056742,0.631919916438,mixed,0.149595901286,-0.674731007159,0.973922809732,51
00-0031381,Davante Adams,WR,LA,2025,2026,4.378389336,0.300541361484,True,1.31588709215,1.11062740786,-0.105715989905,2.73749017421,0.825425663338,efficiency-driven,0.149145216402,-0.823103670271,1.12139410308,52
00-0030035,Adam Thielen,WR,MIN,2025,2026,3.66392197303,0.355455404469,False,1.30236086687,0.991160349586,0.033675619396,2.57104611434,0.725755905557,efficiency-driven,0.139894492597,-0.7277723231,1.00756130829,53
00-0031687,Raheem Mostert,RB,LV,2025,2026,7.35730536855,-0.0425137740505,False,-0.312786818059,0.583586545899,-1.05977759681,0.434203960692,0.704229745022,efficiency-driven,0.13960146705,-0.477868720772,0.757071654872,52
00-0040179,DJ Giddens,RB,IND,2025,2026,8.10231466372,-0.0392993045098,False,-0.318415331204,0.622382004795,-1.11506429734,0.478233634933,0.750916244403,efficiency-driven,0.134948880742,-0.523569270676,0.79346703216,53
00-0039912,Ben Sinnott,TE,WAS,2025,2026,2.48113429972,0.32537243731,False,0.807292714393,0.748315815175,-0.150551529031,1.76513695782,0.662683513033,efficiency-driven,0.129512081034,-0.810171679154,1.06919584122,25
00-0040743,Tyler Shough,QB,NO,2025,2026,29.0577741883,0.0719861181947,True,2.09175636719,2.75451436045,-1.43402201419,5.61753474857,0.941998793574,efficiency-driven,0.127262613368,-0.642372033613,0.896897260349,13
00-0040142,Kaleb Johnson,RB,PIT,2025,2026,8.56722143424,-0.0385970503689,False,-0.330669477219,0.648701926185,-1.16100794274,0.499668988297,0.7728175074,efficiency-driven,0.124819478805,-0.561546756018,0.811185713628,54
00-0036290,Cole Kmet,TE,CHI,2025,2026,3.12239644472,0.256671838286,True,0.801431235324,0.855057696224,-0.293042615843,1.89590508649,0.803823530633,efficiency-driven,0.123761734117,-0.949961171202,1.19748463944,26
00-0037256,Rachaad White,RB,TB,2025,2026,8.52132259147,-0.0393577948303,True,-0.335380466238,0.646758433043,-1.16323126053,0.492470328057,0.769160823608,efficiency-driven,0.120925327288,-0.563384573159,0.805235227735,55
00-0034270,Tyler Conklin,TE,LAC,2025,2026,2.48177172303,0.320541584771,False,0.795511041139,0.746069594047,-0.159458039241,1.75048012152,0.667022449506,efficiency-driven,0.117953785308,-0.818909324196,1.05481689481,27
00-0036425,DeeJay Dallas,RB,JAX,2025,2026,3.71218413881,-0.0932935651738,False,-0.346322892891,0.522633962773,-1.01529436524,0.322648579459,0.223537869497,role-driven,0.111880205939,-0.441098428376,0.664858840253,56
00-0038090,Skyy Moore,WR,SF,2025,2026,2.65661986075,0.474121666096,False,1.25956103456,0.889969168998,0.120400498247,2.39872157088,0.473254653195,mixed,0.110623249567,-0.668460291512,0.889706790646,54
00-0038397,Evan Hull,RB,NO,2025,2026,6.61922040241,-0.0531404256122,False,-0.351748189405,0.557923540292,-1.06589032098,0.362393942168,0.623665406722,mixed,0.107395600569,-0.482921560845,0.697712761982,57
00-0040715,Cam Skattebo,RB,NYG,2025,2026,7.82950787872,-0.045010205181,True,-0.352407756088,0.613087407064,-1.13715963713,0.432344124955,0.722622503905,efficiency-driven,0.10685039603,-0.541833503645,0.755534295704,58
00-0036309,Darnell Mooney,WR,ATL,2025,2026,2.93713607823,0.426461017761,True,1.25257404122,0.900525416125,0.0999015085839,2.40524657386,0.564991836233,mixed,0.105844773365,-0.682479760187,0.894169306918,55
00-0040130,Jayden Higgins,WR,HOU,2025,2026,3.41627006455,0.366534347457,True,1.25218031885,0.949358165882,0.0370018665198,2.46735877118,0.687749362176,efficiency-driven,0.105575502607,-0.725497468674,0.936648473888,56
00-0034348,Courtland Sutton,WR,DEN,2025,2026,3.72708618053,0.333808654722,True,1.24413362396,0.992367997098,-0.0260974123285,2.51436466024,0.749168236127,efficiency-driven,0.100072285676,-0.7686517108,0.968796282153,57
00-0039917,Michael Penix Jr.,QB,ATL,2025,2026,25.6863023603,0.0763076479698,True,1.96006131816,2.45879781776,-1.18719988858,5.10732252489,0.923790054336,efficiency-driven,0.0985151818479,-0.588493757964,0.785524121659,14
00-0035229,T.J. Hockenson,TE,MIN,2025,2026,3.40866307883,0.227190365458,True,0.774415410603,0.909729456129,-0.390038293243,1.93886911445,0.846289802195,efficiency-driven,0.0972581225613,-1.04511783523,1.23963408035,28
00-0039875,Ray Davis,RB,BUF,2025,2026,8.40596890189,-0.0434631312399,True,-0.365349729581,0.644309622731,-1.19006604668,0.459366587515,0.754177663243,efficiency-driven,0.0961524288909,-0.585566480771,0.777871338553,59
00-0039299,George Holani,RB,SEA,2025,2026,6.29974808345,-0.0581311072577,False,-0.366211331535,0.549507390066,-1.06958079082,0.33715812775,0.582353425038,mixed,0.0954402199379,-0.485972140814,0.676852580689,60
00-0038705,Emari Demercado,RB,ARI,2025,2026,3.64297208538,-0.101152313091,True,-0.368495052962,0.543659278294,-1.06437892918,0.327388823254,0.198950676888,role-driven,0.0935524725404,-0.481672228986,0.668777174067,61
00-0033955,Jeremy McNichols,RB,WAS,2025,2026,5.81808881764,-0.063463770919,True,-0.369237855909,0.535319787221,-1.05444718355,0.315971471734,0.523385206368,mixed,0.0929384640573,-0.47346254687,0.659339474984,62
00-0035250,Devin Singletary,RB,NYG,2025,2026,10.6397734325,-0.0347612813527,True,-0.369852157815,0.769838765964,-1.35524577825,0.61554146262,0.846354971384,efficiency-driven,0.0924306758438,-0.722105729687,0.906967081375,63
00-0036919,Kenneth Gainwell,RB,PIT,2025,2026,6.84403753565,-0.0542050365879,True,-0.370981305029,0.571432576471,-1.10241500291,0.360452392855,0.63559740852,mixed,0.0914973112534,-0.513113235033,0.69610785754,64
00-0040134,Pat Bryant,WR,DEN,2025,2026,2.82857431794,0.434144891681,True,1.22801109088,0.887484875237,0.0920304505717,2.36399173118,0.539509694539,mixed,0.089045920415,-0.687862857259,0.865954698089,58
00-0037263,Tyler Allgeier,RB,ATL,2025,2026,10.2030386288,-0.0370776484681,True,-0.378304679585,0.74498700669,-1.33188804815,0.575278688979,0.831091820312,efficiency-driven,0.085443735237,-0.702797992024,0.873685462498,65
00-0040466,Raheim Sanders,RB,CLE,2025,2026,7.50136990943,-0.050683142508,False,-0.380193000125,0.601956729096,-1.15069761337,0.390311613118,0.688078454951,efficiency-driven,0.0838828302411,-0.553024132724,0.720789793206,66
00-0036971,Trevor Lawrence,QB,JAX,2025,2026,34.5657376688,0.0543689609093,True,1.87930324011,3.23758083292,-2.26480022603,6.02340670626,0.964864122774,efficiency-driven,0.0808866731434,-0.823720838508,0.985494184795,15
00-0036906,Khalil Herbert,RB,NYJ,2025,2026,5.72134278249,-0.0675874790665,False,-0.386691135544,0.538838553306,-1.07640448378,0.303022212689,0.499535039229,mixed,0.0785114053028,-0.491612674928,0.648635485534,67
00-0037742,Treylon Burks,WR,WAS,2025,2026,2.29930073942,0.527156114739,False,1.21209044441,0.881880985233,0.0832827833124,2.34089810551,0.36104188404,mixed,0.0781576274755,-0.693845476361,0.850160731312,59
00-0038685,Chris Brooks,RB,GB,2025,2026,6.52910309858,-0.0596115092648,False,-0.389209689851,0.563746507421,-1.11080521935,0.332385839648,0.59432865108,mixed,0.0764295426539,-0.520048673418,0.672907758726,68
00-0040078,Brashard Smith,RB,KC,2025,2026,6.10489000021,-0.0643523367168,True,-0.392863936912,0.550956064665,-1.09808769968,0.312359825859,0.544012768432,mixed,0.0734089048049,-0.5095362421,0.65635405171,69
00-0033858,Jonnu Smith,TE,PIT,2025,2026,3.84131272453,0.195099555986,True,0.749438406961,1.000640976,-0.531382042325,2.03025885625,0.888337983243,efficiency-driven,0.072754676556,-1.18378174278,1.32929109589,29
00-0040277,Jahdae Walker,WR,CHI,2025,2026,2.32475071532,0.516264920882,False,1.20018724412,0.875730407091,0.0792523230385,2.32112216519,0.374281108509,mixed,0.0700169070588,-0.696601949362,0.83663576348,60
00-0040584,Gunnar Helm,TE,TEN,2025,2026,2.12671567316,0.350699768419,True,0.745838694071,0.693541043399,-0.14189384148,1.63357122962,0.566826305371,mixed,0.069223213306,-0.801678139158,0.94012456577,30
00-0039384,Tyrone Tracy Jr.,RB,NYG,2025,2026,7.56744549727,-0.053671574152,True,-0.406156712148,0.609753453882,-1.18664113312,0.374327708822,0.682460324334,efficiency-driven,0.0624209613726,-0.58273541233,0.707577335075,70
00-0038041,Jake Ferguson,TE,DAL,2025,2026,3.68702783718,0.20020368395,True,0.738156555831,0.966209130248,-0.498591130887,1.97490424255,0.877780699592,efficiency-driven,0.0616867264532,-1.15161253868,1.27498599159,31
00-0037809,Chig Okonkwo,TE,TEN,2025,2026,2.95648573503,0.249430131443,True,0.737436625497,0.816186961486,-0.307282685205,1.7821559362,0.790947647869,efficiency-driven,0.0609804458153,-0.963931252471,1.0858921441,32
00-0039458,Brenden Bates,TE,CLE,2025,2026,1.82393801855,0.404091106623,False,0.737037132327,0.674321175963,-0.126093972906,1.60016823756,0.441023796976,mixed,0.0605885269345,-0.786177832073,0.907354885942,33
00-0035640,DK Metcalf,WR,PIT,2025,2026,4.11957506147,0.287536621623,True,1.1845286957,1.05128464107,-0.161115644871,2.53017303626,0.815549240843,efficiency-driven,0.0593078656542,-0.860992060879,0.979607792187,61
00-0040194,Jackson Hawes,TE,BUF,2025,2026,2.14265711814,0.341442419766,False,0.731594031147,0.691243391878,-0.153197510457,1.61638557275,0.579187045128,mixed,0.0552486255688,-0.812767493446,0.923264744583,34
00-0038440,Zavier Scott,RB,MIN,2025,2026,6.5791327515,-0.0638376599179,False,-0.419996439145,0.573707398016,-1.1543419086,0.314349030315,0.582698287084,mixed,0.050980902042,-0.556036544294,0.657998348378,71
00-0038839,Mitchell Tinsley,WR,CIN,2025,2026,2.44108583675,0.476313988952,False,1.16272333228,0.858381299958,0.0639952683295,2.26145139622,0.429528111213,mixed,0.0443949546048,-0.707036405113,0.795826314323,62
00-0038104,Tyquan Thornton,WR,KC,2025,2026,1.8697845386,0.618122946655,False,1.15575672861,0.91597712762,-0.0166939947464,2.32820745196,0.221309397604,role-driven,0.0396304231085,-0.762220617347,0.841481463563,63
00-0036980,Elijah Moore,WR,BUF,2025,2026,3.4297538401,0.336895482112,False,1.15546857349,0.935352293212,-0.0417823618243,2.3527195088,0.714103986368,efficiency-driven,0.0394333508744,-0.779378808172,0.858245509921,64
00-0040648,Tory Horton,WR,SEA,2025,2026,2.55916298881,0.450084753565,False,1.15184024315,0.85539301258,0.0569371870499,2.24674329926,0.475390481639,mixed,0.0369518986515,-0.711863499084,0.785767296387,65
00-0034383,Dalton Schultz,TE,HOU,2025,2026,2.18057294007,0.326711912886,True,0.712419156438,0.690296366037,-0.17116019209,1.59599850497,0.601513710781,mixed,0.0364373016071,-0.830389607203,0.903264210417,35
00-0040556,Corey Kiner,RB,ARI,2025,2026,7.50136990943,-0.0585380312859,False,-0.439115426445,0.613355541048,-1.22421051899,0.345979666096,0.662741125106,efficiency-driven,0.0351769523614,-0.613790649435,0.684144554158,72
00-0037840,Kyren Williams,RB,LA,2025,2026,15.9209156632,-0.027668341928,True,-0.440505338376,1.09864495158,-1.8467708764,0.965760199651,0.930483545405,efficiency-driven,0.0340280369994,-1.12840538332,1.19646145732,73
00-0036555,Chuba Hubbard,RB,CAR,2025,2026,13.3887250377,-0.0331881595548,True,-0.444347142786,0.939998735361,-1.64754552405,0.758851238477,0.898899728655,efficiency-driven,0.0308523623354,-0.963723677422,1.02542840209,74
00-0034959,Andrew Beck,RB,NYJ,2025,2026,2.80980388339,-0.158751938243,False,-0.44606181257,0.716572230915,-1.36327426814,0.471150643001,0.0681270229565,role-driven,0.0294349988231,-0.728742161223,0.787612158869,75
00-0039739,Roman Wilson,WR,PIT,2025,2026,3.23224782507,0.35198428461,False,1.13770043839,0.905872906995,-0.0218168825616,2.29721775934,0.676177550905,efficiency-driven,0.0272815415666,-0.765724212716,0.820287295849,66
00-0038115,Daniel Bellinger,TE,NYG,2025,2026,1.60029284942,0.43869573006,False,0.702041639888,0.664606554231,-0.148654749527,1.5527380293,0.349498372768,mixed,0.0262565401312,-0.808310862108,0.86082394237,36
00-0033282,Curtis Samuel,WR,BUF,2025,2026,2.15902297848,0.524382754628,False,1.13215441676,0.860302273556,0.0309675066093,2.23334132691,0.334501734403,role-driven,0.023488560654,-0.729624429131,0.776601550439,67
00-0038551,Kendre Miller,RB,NO,2025,2026,9.73813227831,-0.0466133598952,True,-0.453927064596,0.725819961332,-1.3829766151,0.475122485909,0.79759214086,efficiency-driven,0.0229335013696,-0.745028321942,0.790895324682,76
00-0035644,Noah Fant,TE,CIN,2025,2026,2.79540882158,0.249857105085,True,0.698452755691,0.781379528595,-0.30171304091,1.69861855229,0.771510912625,efficiency-driven,0.0227357002657,-0.958467207215,1.00393860775,37
00-0038393,Dontayvion Wicks,WR,GB,2025,2026,2.5993596792,0.434749651319,True,1.13007071418,0.849905503424,0.0421916698018,2.21794975857,0.496795277823,mixed,0.0220634951518,-0.721948109133,0.766075099437,68
00-0040164,Jaylin Lane,WR,WAS,2025,2026,2.48569321149,0.450041472613,False,1.11866503336,0.843773282803,0.0386352313729,2.19869483535,0.460924187727,mixed,0.014263033389,-0.724380393747,0.752906460525,69
00-0034837,Calvin Ridley,WR,TEN,2025,2026,3.48780205668,0.320638830636,False,1.11832477294,0.938170183914,-0.0825330624671,2.31918260835,0.734051265994,efficiency-driven,0.0140303258099,-0.807248629102,0.835309280722,70
00-0035659,Terry McLaurin,WR,WAS,2025,2026,3.64596227275,0.306687303588,True,1.11817033841,0.962781454243,-0.114189923018,2.35053059984,0.761649032738,efficiency-driven,0.0139247064547,-0.828899079791,0.8567484927,71
00-0040644,Trevor Etienne,RB,CAR,2025,2026,9.15715309777,-0.0511103313808,False,-0.468025129332,0.696613132651,-1.35968993913,0.423639680462,0.765640640594,efficiency-driven,0.0112798974325,-0.725779318343,0.748339113208,77
00-0033357,Taysom Hill,TE,NO,2025,2026,3.86252353786,0.177582356566,True,0.685916032143,1.0018535424,-0.596456502135,1.96828856642,0.896002600653,efficiency-driven,0.0104366698082,-1.24762240738,1.268495747,38
00-0023459,Aaron Rodgers,QB,PIT,2025,2026,32.292832852,0.0478945546406,True,1.54665084753,3.02890140453,-2.33034295027,5.42364464533,0.962183168551,efficiency-driven,0.00827269148037,-0.838028020065,0.854573403026,16
00-0039144,Luke Musgrave,TE,GB,2025,2026,2.03408685828,0.335894420131,True,0.683238425758,0.667989426727,-0.171788040452,1.53826489197,0.558952984997,mixed,0.00780983015902,-0.83100555172,0.846625212038,39
00-0037617,Hassan Haskins,RB,LAC,2025,2026,4.59810391154,-0.103182186908,False,-0.474442417223,0.58063717124,-1.21765799641,0.268773161964,0.277865888999,role-driven,0.00597530188399,-0.608374267518,0.620324871286,78
00-0040581,Dont'e Thornton Jr.,WR,LV,2025,2026,2.48569321149,0.44327493897,False,1.10184550662,0.838378618004,0.0287208755758,2.17497013766,0.466875034766,mixed,0.00275998703679,-0.731160923071,0.736680897145,72
00-0036252,Michael Pittman,WR,IND,2025,2026,4.73933176174,0.23225102048,True,1.10071463806,1.16346796149,-0.388524352647,2.58995362876,0.881274799115,efficiency-driven,0.00198657446066,-1.01651920186,1.02049235078,73
00-0039040,De'Von Achane,RB,MIA,2025,2026,14.1940703478,-0.0338163822646,True,-0.479992108771,0.991313700413,-1.7488736453,0.788889427757,0.908403989035,efficiency-driven,0.00138787031208,-1.04748253475,1.05025827537,79
00-0040138,Jaylin Noel,WR,HOU,2025,2026,2.79551485567,0.391272704588,True,1.09380865829,0.851251097403,0.00420725361828,2.18341006297,0.572788414948,mixed,-0.0027364957274,-0.747926039831,0.742453048376,74
00-0039792,Devontez Walker,WR,BAL,2025,2026,2.36116782656,0.463173506652,False,1.09363038202,0.835404973746,0.0243120156284,2.16294874842,0.424273187309,mixed,-0.00285842069156,-0.734176187479,0.728459346096,75
00-0036355,Justin Herbert,QB,LAC,2025,2026,36.5999056351,0.0407238817168,True,1.49049022793,3.41547550047,-2.88131841267,5.86229886853,0.972015794217,efficiency-driven,-0.00398649045449,-0.95829927924,0.950326298331,17
00-0039890,Adonai Mitchell,WR,IND,2025,2026,2.90423755564,0.373897282621,True,1.08588653014,0.858825623529,-0.0134102679759,2.18518332826,0.607351731009,mixed,-0.00815452019139,-0.759974843025,0.743665802642,76
00-0027973,Andy Dalton,QB,CAR,2025,2026,28.1451342218,0.0522407224698,False,1.47032214576,2.65825874738,-1.9322490509,4.87289334241,0.948916250828,efficiency-driven,-0.00838893811976,-0.751128951386,0.734351075147,18
00-0039150,Bryce Young,QB,CAR,2025,2026,35.1712623456,0.0417487169175,True,1.4683550753,3.28637471603,-2.73820456122,5.67491471182,0.969521602114,efficiency-driven,-0.00881832573705,-0.927059261682,0.909422610208,19
00-0038840,Brycen Tremayne,WR,CAR,2025,2026,2.44108583675,0.444185434124,False,1.08429477213,0.832117475413,0.0191844035992,2.14940514066,0.457070089756,mixed,-0.00924313977549,-0.737683013786,0.719196734236,77
00-0039746,Will Shipley,RB,PHI,2025,2026,5.25912739273,-0.0938513098595,False,-0.493575994526,0.57993410527,-1.23589164927,0.248739660219,0.364382427587,mixed,-0.00984070804136,-0.623446390732,0.603764974649,80
00-0039921,Trey Benson,RB,ARI,2025,2026,11.0490272132,-0.0448365418112,False,-0.495400170618,0.803075724286,-1.5233370977,0.532536756468,0.838730493929,efficiency-driven,-0.0113485905831,-0.86105172681,0.838354545644,81
00-0033077,Dak Prescott,QB,DAL,2025,2026,30.4092330988,0.0478251136187,True,1.45432502801,2.85907176176,-2.20528682704,5.11393688305,0.957583297608,efficiency-driven,-0.0118809148527,-0.810729785508,0.786967955802,20
00-0039847,Theo Johnson,TE,NYG,2025,2026,2.00502682509,0.330300819985,True,0.662262004418,0.659467871149,-0.181856870653,1.50638087949,0.557222391103,mixed,-0.012768883568,-0.840883479462,0.815345712326,40
00-0037112,Jake Tonges,TE,SF,2025,2026,2.27142017666,0.284408139239,True,0.646010385874,0.686657262003,-0.232910909489,1.52493168124,0.659614800792,mixed,-0.0287123755575,-0.890969546707,0.833544795592,41
00-0036139,Rico Dowdle,RB,CAR,2025,2026,9.706344721,-0.0533362301672,True,-0.517699836122,0.731386426265,-1.45387446174,0.418474789497,0.780377920251,efficiency-driven,-0.0297817212704,-0.803633204259,0.744069761718,82
00-0038542,Bijan Robinson,RB,ATL,2025,2026,25.7326442877,-0.020289819056,True,-0.52211069643,1.73555965877,-2.74362705965,1.69940566679,0.974040650986,efficiency-driven,-0.0334277833374,-1.86975584129,1.80290027461,83
00-0035535,Darius Slayton,WR,NYG,2025,2026,2.61049251311,0.40035061082,True,1.04511227217,0.826010562685,-0.01218124807,2.1024057924,0.530468607792,mixed,-0.036040452222,-0.759134303742,0.687053399298,78
00-0039062,Jonathan Mingo,WR,DAL,2025,2026,2.71177262963,0.384882596245,False,1.04371409012,0.832278852609,-0.0216028412206,2.10903102146,0.563838611055,mixed,-0.0369966832236,-0.765577827653,0.691584461206,79
00-0035228,Kyler Murray,QB,ARI,2025,2026,33.322034275,0.0400865804971,True,1.33576640929,3.11828887934,-2.65564335626,5.32717617484,0.966598375895,efficiency-driven,-0.0377608230009,-0.909037152247,0.833515506245,21
00-0037120,Tyler Goodson,RB,IND,2025,2026,4.85821263346,-0.110143596277,False,-0.535101010927,0.609932387552,-1.31581446699,0.245612445139,0.281110450123,role-driven,-0.0441657096421,-0.689511406089,0.601179986805,84
00-0034855,Baker Mayfield,QB,TB,2025,2026,33.7001580247,0.03860855494,True,1.30111440258,3.15190338941,-2.73332193587,5.33555074103,0.967684577614,efficiency-driven,-0.0453249356772,-0.925993443802,0.835343572447,22
00-0038976,Marvin Mims Jr.,WR,DEN,2025,2026,3.2818354077,0.313522744749,True,1.02893004484,0.894055081565,-0.115460459568,2.17332054924,0.715634100468,efficiency-driven,-0.0471076429906,-0.829768012731,0.73555272675,80
00-0036422,Adam Trautman,TE,DEN,2025,2026,2.01322580986,0.311456722832,True,0.62703271306,0.650488432204,-0.20559248016,1.45965790628,0.577405999181,mixed,-0.0473302365215,-0.864169067849,0.769508594806,42
00-0036212,Tua Tagovailoa,QB,MIA,2025,2026,32.3642890996,0.039841360771,True,1.28943731811,3.03159490534,-2.59100416072,5.16987879695,0.964729471815,efficiency-driven,-0.0478739015545,-0.894927200045,0.799179396936,23
00-0033873,Patrick Mahomes,QB,KC,2025,2026,37.3521562004,0.0342074217011,True,1.2777209586,3.48146904087,-3.17855941371,5.7340013309,0.974365769723,efficiency-driven,-0.0504314406978,-1.02318338373,0.922320502334,24
00-0032104,Ameer Abdullah,RB,IND,2025,2026,7.68239269329,-0.0708786856851,False,-0.544517897017,0.643562254987,-1.3682775834,0.279241789367,0.631392209288,mixed,-0.0519498036202,-0.732877952589,0.628978345349,85
00-0034829,Mike Gesicki,TE,CIN,2025,2026,2.75414998724,0.224807306639,True,0.619153040712,0.76369754197,-0.358379813009,1.59668589443,0.783985189172,efficiency-driven,-0.0550605122865,-1.01405959173,0.903938567155,43
00-0037563,Malik Davis,RB,DAL,2025,2026,5.62145102528,-0.0981748343537,True,-0.551885023235,0.605968040932,-1.32752411563,0.223754069158,0.381315769253,mixed,-0.058039545206,-0.699190720945,0.583111630533,86
00-0038938,Jalin Hyatt,WR,NYG,2025,2026,1.94399001932,0.520912394521,False,1.01264849589,0.829346116642,-0.0489145334144,2.07421152519,0.291811509371,role-driven,-0.0582427608291,-0.784256573264,0.667771051605,81
00-0038997,Josh Downs,WR,IND,2025,2026,4.81004499,0.208955800944,True,1.00508680346,1.17221666,-0.49535052134,2.50552412827,0.894269634351,efficiency-driven,-0.0634142796107,-1.08957871114,0.962750151924,82
00-0038563,Tre Tucker,WR,LV,2025,2026,3.07130990416,0.326858026069,True,1.00388229272,0.860882476522,-0.0980472772275,2.10581186267,0.67599818687,efficiency-driven,-0.0642380568271,-0.817858959242,0.689382845588,83
00-0038559,Michael Wilson,WR,ARI,2025,2026,2.88255619,0.347081796072,True,1.0004827797,0.837790672499,-0.0718892810963,2.0728548405,0.628739156326,mixed,-0.0665630185477,-0.799969238168,0.666843201073,84
00-0039918,Caleb Williams,QB,CHI,2025,2026,38.6421445656,0.0311409953181,True,1.203354843,3.59777461159,-3.40179665984,5.80850634583,0.976495566125,efficiency-driven,-0.0666646615454,-1.07191336631,0.938584043221,25
00-0038547,Luke Schoonmaker,TE,DAL,2025,2026,2.18671379056,0.277561288447,False,0.606947097172,0.666603338586,-0.246305176218,1.46019937056,0.648670857881,mixed,-0.0670350342411,-0.904109861544,0.770039793062,44
00-0036972,Mac Jones,QB,SF,2025,2026,30.4921321678,0.0393847147967,True,1.20092392897,2.86239239597,-2.46293833787,4.86478619581,0.960578777731,efficiency-driven,-0.0671953005861,-0.866971984571,0.732581383398,26
00-0038979,Cedric Tillman,WR,CLE,2025,2026,2.78026543986,0.358950411024,False,0.997977422395,0.826866609109,-0.0604118372643,2.05636668205,0.600464863775,mixed,-0.0682764580329,-0.792119696951,0.655566780885,85
00-0039376,Spencer Rattler,QB,NO,2025,2026,20.304565205,0.0587887101307,True,1.19367919817,1.9683090518,-1.32575638814,3.71311478447,0.900775464262,efficiency-driven,-0.0687767374299,-0.618738960891,0.481185486032,27
00-0034975,Justice Hill,RB,BAL,2025,2026,6.98034757974,-0.0810629901299,False,-0.56584784696,0.627334276102,-1.36883572037,0.237140026451,0.54858433945,mixed,-0.0695813575457,-0.733339314294,0.594176599203,87
00-0040666,Omarion Hampton,RB,LAC,2025,2026,15.0875791503,-0.0375405947941,True,-0.566396695307,1.05020008178,-1.91065279998,0.777859409367,0.914497178954,efficiency-driven,-0.0700350411813,-1.18121083216,1.0411407498,88
00-0039398,Joe Milton III,QB,DAL,2025,2026,24.3867950905,0.0482755562947,False,1.17728609924,2.31997011824,-1.7922756521,4.14684785058,0.935320418755,efficiency-driven,-0.0723551520501,-0.720574456545,0.575864152445,28
00-0032268,Marcus Mariota,QB,WAS,2025,2026,29.4732477348,0.0393530096243,True,1.15986100176,2.77056497504,-2.38646216628,4.70618416981,0.957932811517,efficiency-driven,-0.0761588394329,-0.8502781641,0.697960485234,29
00-0038720,Julian Hill,TE,MIA,2025,2026,1.42072240236,0.420155308365,False,0.596924059066,0.625218111827,-0.203355124073,1.3972032422,0.311265383557,role-driven,-0.0768680380939,-0.861974131464,0.708238055276,45
